OBJECTID,GEOID_20,GROSS_ACRES,ACRES_LAND,ACRES_WATER,TRBL_STR,NAME,TRACT_NUMB,TRACT_LABEL,WATER,VILLNUMB,VILLNAME,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES,COUNCIL_DIST_13,COUNCIL_DIST_24,Shape__Area,Shape__Length
4795,530330059022019,4.36216749666873,4.3623984,0,5902.2019,Block 2019,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,190016.776245117,1810.04304231829
4796,530330068002009,2.13558354140878,2.13573181,0,6800.2009,Block 2009,6800,68,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,93026.391204834,1220.2504258621
4797,530330070021000,2.51808822823113,2.51825094,0,7002.1000,Block 1000,7002,70.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,109688.361938477,1416.96337989054
4798,530330070022001,2.93063559182627,2.93066982,0,7002.2001,Block 2001,7002,70.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,127658.997009277,1491.84604526745
4799,530330070021011,2.01371498044421,2.01390886,0,7002.1011,Block 1011,7002,70.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,87717.7753601074,1213.792654774
4800,530330070022012,2.17911029985449,2.17922236,0,7002.2012,Block 2012,7002,70.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,94922.4243774414,1268.78531422996
4801,530330070022019,2.16153137675163,2.16167787,0,7002.2019,Block 2019,7002,70.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,94156.683380127,1228.8408524046
4802,530330067033008,2.1358440128874,2.13597891,0,6703.3008,Block 3008,6703,67.03,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,93037.7373657227,1220.24665263382
4803,530330067033011,1.82910365813614,1.82932114,0,6703.3011,Block 3011,6703,67.03,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,79676.0740661621,1131.85335007982
4804,530330067033004,8.32774108707054,8.32819266,0,6703.3004,Block 3004,6703,67.03,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,362757.852630615,2674.48783380559
4805,530330067032006,0.313023099077172,0.31308252,0,6703.2006,Block 2006,6703,67.03,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,13635.3407592773,558.650607685651
4806,530330067021002,2.23385416299518,2.23407975,0,6702.1002,Block 1002,6702,67.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,97307.0765380859,1248.36593553256
4807,530330070022005,2.11751340814504,2.11769312,0,7002.2005,Block 2005,7002,70.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,92239.2530212402,1216.90506268361
4808,530330067021003,2.17819253593278,2.17823393,0,6702.1003,Block 1003,6702,67.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,94882.4463806152,1223.95502637297
4809,530330067031007,2.12102616374982,2.12115259,0,6703.1007,Block 1007,6703,67.03,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,92392.2692565918,1216.11272131228
4810,530330070022018,2.14421887732295,2.1443805,0,7002.2018,Block 2018,7002,70.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,93402.5479431152,1224.08525074798
4811,530330067031008,2.11980932274255,2.11991706,0,6703.1008,Block 1008,6703,67.03,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,92339.263458252,1215.74442425706
4812,530330067031015,2.13130544994144,2.13153102,0,6703.1015,Block 1015,6703,67.03,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,92840.0367736816,1219.04007885823
4813,530330067031016,2.1207425347109,2.12090549,0,6703.1016,Block 1016,6703,67.03,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,92379.9143371582,1215.78374052933
4814,530330067031013,1.94834468351721,1.94842593,0,6703.1013,Block 1013,6703,67.03,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,84870.2338867188,1173.81419488039
4815,530330067031024,2.23553854566391,2.23556238,0,6703.1024,Block 1024,6703,67.03,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,97380.448638916,1330.81990182423
4816,530330070012002,2.88957722805144,2.88989743,0,7001.2002,Block 2002,7001,70.01,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,125870.487518311,1432.79569671214
4817,530330060001016,1.96800150030544,1.96819436,0,6000.1016,Block 1016,6000,60,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,85726.48828125,1678.28939457785
4818,530330067013005,2.281755320577,2.28177109,0,6701.3005,Block 3005,6701,67.01,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,99393.6593322754,1283.26293091674
4819,530330067021001,2.23556647594266,2.23556238,0,6702.1001,Block 1001,6702,67.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,97381.665222168,1248.85925062687
4820,530330067033006,1.07246932828899,1.07243735,0,6703.3006,Block 3006,6703,67.03,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,46716.9507446289,1428.68553623141
4821,530330067032009,2.14409703766751,2.14413339,0,6703.2009,Block 2009,6703,67.03,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,93397.2406005859,1239.18103777529
4822,530330067033002,4.45209175948655,4.45234475,0,6703.3002,Block 3002,6703,67.03,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,193933.892791748,1850.41830876471
4823,530330067023003,2.36371349606852,2.36381007,0,6702.3003,Block 3003,6702,67.02,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,102963.771728516,1283.6460788639
4824,530330067021007,2.2536497081511,2.25384818,0,6702.1007,Block 1007,6702,67.02,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,98169.3739318848,1263.90887862759
4825,530330067021005,2.36098060621241,2.36109192,0,6702.1005,Block 1005,6702,67.02,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,102844.726623535,1282.78309185874
4826,530330067021006,2.35928623561443,2.35936218,0,6702.1006,Block 1006,6702,67.02,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,102770.919433594,1282.31204791644
4827,530330067023004,0.736029018971469,0.73612693,0,6702.3004,Block 3004,6702,67.02,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,32061.5523376465,869.969811056389
4828,530330067033000,0.54925080087284,0.54931526,0,6703.3000,Block 3000,6703,67.03,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,23925.4605407715,1308.31928041145
4829,530330067022003,2.13296635504571,2.13301365,0,6702.2003,Block 2003,6702,67.02,0,312,South Lake Union,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,92912.3861083984,1221.95667042862
4830,530330070023003,2.19669472578043,2.19676684,0,7002.3003,Block 3003,7002,70.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,95688.4049987793,1238.2919195174
4831,530330070023006,0.327292728086137,0.32741463,0,7002.3006,Block 3006,7002,70.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,14256.9282531738,732.003443856313
4832,530330070023002,2.23510355672757,2.23531528,0,7002.3002,Block 3002,7002,70.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,97361.5003662109,1263.45047711633
4833,530330070023008,2.18478776645921,2.18490578,0,7002.3008,Block 3008,7002,70.02,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,95169.7357788086,1250.82735842084
4834,530330070023015,2.34900402284205,2.34923086,0,7002.3015,Block 3015,7002,70.02,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,102323.024505615,1279.54897816861
4835,530330070023001,2.3650926658702,2.36529271,0,7002.3001,Block 3001,7002,70.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,103023.848632813,1283.89642953362
4836,530330070023000,2.36600518774788,2.36603402,0,7002.3000,Block 3000,7002,70.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,103063.598205566,1284.14448772154
4837,530330070023010,2.31303027672363,2.31315347,0,7002.3010,Block 3010,7002,70.02,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,100756.001922607,1269.81003175274
4838,530330067021010,2.36600553090259,2.36603402,0,6702.1010,Block 1010,6702,67.02,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,103063.613189697,1284.14458063245
4839,530330071012000,3.23077690270533,3.23090286,0,7101.2000,Block 2000,7101,71.01,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,140733.204833984,1534.88017215739
4840,530330072032003,2.3715576318877,2.37171745,0,7203.2003,Block 2003,7203,72.03,0,412,Uptown,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",7,7,103305.463684082,1285.78687975207
4841,530330071012003,3.13564466965388,3.13576728,0,7101.2003,Block 2003,7101,71.01,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,136589.228179932,1490.23342648412
4842,530330080041001,2.26013977611664,2.26027292,0,8004.1001,Block 1001,8004,80.04,0,413.1,Belltown,13.1,13,Belltown,"Belltown, Denny Regrade",7,7,98452.0824584961,1255.50476767117
4843,530330080042000,2.25879758674947,2.25879029,0,8004.2000,Block 2000,8004,80.04,0,413.1,Belltown,13.1,13,Belltown,"Belltown, Denny Regrade",7,7,98393.6164550781,1255.14177304772
4844,530330071012002,3.15089797630046,3.15108782,0,7101.2002,Block 2002,7101,71.01,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,137253.664886475,1497.89322990312
4845,530330080033007,2.31639846425788,2.31661295,0,8003.3007,Block 3007,8003,80.03,0,413.1,Belltown,13.1,13,Belltown,"Belltown, Denny Regrade",7,7,100902.720733643,1270.74201219562
4846,530330080041000,2.31546135366867,2.31562453,0,8004.1000,Block 1000,8004,80.04,0,413.1,Belltown,13.1,13,Belltown,"Belltown, Denny Regrade",7,7,100861.900024414,1270.48275937044
4847,530330080033000,2.59973142183411,2.59979571,0,8003.3000,Block 3000,8003,80.03,0,413.1,Belltown,13.1,13,Belltown,"Belltown, Denny Regrade",7,7,113244.753723145,1366.60265874931
4848,530330080032001,2.26196252093921,2.26200266,0,8003.2001,Block 2001,8003,80.03,0,413.1,Belltown,13.1,13,Belltown,"Belltown, Denny Regrade",7,7,98531.4814758301,1256.01138771718
4849,530330080042004,3.99375065516798,3.99396427,0,8004.2004,Block 2004,8004,80.04,0,413.1,Belltown,13.1,13,Belltown,"Belltown, Denny Regrade",7,7,173968.474395752,1790.87067507701
4850,530330080042001,2.26645095861771,2.26645055,0,8004.2001,Block 2001,8004,80.04,0,413.1,Belltown,13.1,13,Belltown,"Belltown, Denny Regrade",7,7,98726.9986877441,1257.23359894417
4851,530330072012004,2.07735770191442,2.07741494,0,7201.2004,Block 2004,7201,72.01,0,413.1,Belltown,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",7,7,90490.0634765625,1242.58959172116
4852,530330072032021,1.7287173516045,1.72874925,0,7203.2021,Block 2021,7203,72.03,0,412,Uptown,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",7,7,75303.2290344238,1341.86626824609
4853,530330072012006,2.28680935855051,2.2869603,0,7201.2006,Block 2006,7201,72.01,0,413.1,Belltown,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",7,7,99613.8140869141,1281.88704690831
4854,530330080032002,2.26399464391277,2.2639795,0,8003.2002,Block 2002,8003,80.03,0,413.1,Belltown,13.1,13,Belltown,"Belltown, Denny Regrade",7,7,98620.0012207031,1256.54560095151
4855,530330080032003,2.26325423410114,2.26348529,0,8003.2003,Block 2003,8003,80.03,0,413.1,Belltown,13.1,13,Belltown,"Belltown, Denny Regrade",7,7,98587.7487792969,1256.34714434299
4856,530330067021011,2.3678048610027,2.36801087,0,6702.1011,Block 1011,6702,67.02,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,103141.99230957,1284.63425165623
4857,530330067023009,2.36600510607687,2.36603402,0,6702.3009,Block 3009,6702,67.02,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,103063.594696045,1284.14446468722
4858,530330072032002,2.30906874870025,2.30919979,0,7203.2002,Block 2002,7203,72.03,0,412,Uptown,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",7,7,100583.437042236,1268.64563747486
4859,530330072032015,3.12361749841505,3.12390623,0,7203.2015,Block 2015,7203,72.03,0,412,Uptown,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",7,7,136065.322509766,1489.04619580352
4860,530330072032001,4.47758185586787,4.47779661,0,7203.2001,Block 2001,7203,72.03,0,412,Uptown,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",7,7,195044.245819092,1874.26319977007
4861,530330067023008,2.37322854105619,2.37344718,0,6702.3008,Block 3008,6702,67.02,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,103378.248748779,1286.1132829753
4862,530330076003012,2.24899294554981,2.24915318,0,7600.3012,Block 3012,7600,76,0,131,Madison-Miller,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,97966.5245666504,1252.99808728486
4863,530330064003018,3.99023348600568,3.9905048,0,6400.3018,Block 3018,6400,64,0,0,Outside Villages,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,173815.265869141,1776.38666473515
4864,530330076001012,3.22003578613529,3.22027733,0,7600.1012,Block 1012,7600,76,0,131,Madison-Miller,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,140265.319885254,1517.24046296489
4865,530330076002002,15.0617431811246,15.0625556,0,7600.2002,Block 2002,7600,76,0,131,Madison-Miller,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,656092.157318115,3388.5360145724
4866,530330076002004,2.20424812872259,2.2044271,0,7600.2004,Block 2004,7600,76,0,131,Madison-Miller,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,96017.4325256348,1240.22243357608
4867,530330079011001,2.4323659742139,2.43250537,0,7901.1001,Block 1001,7901,79.01,0,414.1,Capitol Hill,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,105954.285644531,1302.11116333554
4868,530330076002006,1.99937398506485,1.99957674,0,7600.2006,Block 2006,7600,76,0,131,Madison-Miller,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,87093.0791931152,1202.95819938966
4869,530330079011000,2.43573185277896,2.43596485,0,7901.1000,Block 1000,7901,79.01,0,414.1,Capitol Hill,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,106100.903930664,1303.09823724526
4870,530330079011005,3.15169177257685,3.15182913,0,7901.1005,Block 1005,7901,79.01,0,414.1,Capitol Hill,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,137288.242767334,1496.57405201534
4871,530330079011007,2.99309999401477,2.99318748,0,7901.1007,Block 1007,7901,79.01,0,414.1,Capitol Hill,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,130379.957214355,1451.74261718242
4872,530330079023001,3.35088044222058,3.35099607,0,7902.3001,Block 3001,7902,79.02,0,0,Outside Villages,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,145964.935974121,1537.35856276681
4873,530330104024022,3.30520273118885,3.30528158,0,10402.4022,Block 4022,10402,104.02,0,0,Outside Villages,3.5,3,Beacon Hill,Beacon Hill,2,2,143975.206893921,1559.65159449491
4874,530330104021013,3.26749294880735,3.26747445,0,10402.1013,Block 1013,10402,104.02,0,0,Outside Villages,3.5,3,Beacon Hill,Beacon Hill,2,2,142332.562164307,1548.9856461237
4875,530330076003006,4.31239340888065,4.31248311,0,7600.3006,Block 3006,7600,76,0,0,Outside Villages,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,187848.60824585,1804.42249316983
4876,530330079012000,1.58994715445313,1.59012313,0,7901.2000,Block 2000,7901,79.01,0,414.1,Capitol Hill,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,69258.3750610352,1131.32976192237
4877,530330079021003,3.46969701946573,3.46985376,0,7902.1003,Block 1003,7902,79.02,0,131,Madison-Miller,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,151140.606719971,1624.02972962576
4878,530330104024021,5.25877400183082,5.25889672,0,10402.4021,Block 4021,10402,104.02,0,0,Outside Villages,3.5,3,Beacon Hill,Beacon Hill,2,2,229073.111831665,2082.03741181627
4879,530330104021003,5.5146928157001,5.51489789,0,10402.1003,Block 1003,10402,104.02,0,0,Outside Villages,3.5,3,Beacon Hill,Beacon Hill,2,2,240220.979919434,2200.93676365721
4880,530330110021014,3.34943842366435,3.34951344,0,11002.1014,Block 1014,11002,110.02,0,0,Outside Villages,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,1,145902.121307373,3436.88051433197
4881,530330104012010,1.50215172528723,1.50215361,0,10401.2010,Block 2010,10401,104.01,0,0,Outside Villages,3.5,3,Beacon Hill,Beacon Hill,2,2,65433.9908752441,1200.59005058786
4882,530330104012000,3.19897640683897,3.19902626,0,10401.2000,Block 2000,10401,104.01,0,0,Outside Villages,3.5,3,Beacon Hill,Beacon Hill,2,2,139347.969650269,1822.89865552277
4883,530330104024023,3.30085617583363,3.30083368,0,10402.4023,Block 4023,10402,104.02,0,0,Outside Villages,3.5,3,Beacon Hill,Beacon Hill,2,2,143785.870178223,1558.79521522847
4884,530330104021002,5.50895552516989,5.50921447,0,10402.1002,Block 1002,10402,104.02,0,0,Outside Villages,3.5,3,Beacon Hill,Beacon Hill,2,2,239971.062561035,2200.08381386684
4885,530330104022014,8.44772199640121,8.44803877,0,10402.2014,Block 2014,10402,104.02,0,0,Outside Villages,3.5,3,Beacon Hill,Beacon Hill,2,2,367984.242050171,3387.063086407
4886,530330104022015,2.50700751119241,2.5071312,0,10402.2015,Block 2015,10402,104.02,0,0,Outside Villages,3.5,3,Beacon Hill,Beacon Hill,2,2,109205.684036255,1332.23072637032
4887,530330104023001,3.14910476821413,3.14911098,0,10402.3001,Block 3001,10402,104.02,0,0,Outside Villages,3.5,3,Beacon Hill,Beacon Hill,2,2,137175.552429199,1566.32370337855
4888,530330104023013,5.13518399332568,5.13534403,0,10402.3013,Block 3013,10402,104.02,0,0,Outside Villages,3.5,3,Beacon Hill,Beacon Hill,2,2,223689.509506226,2192.11471763925
4889,530330109002075,3.35451781425469,3.35470265,0,10900.2075,Block 2075,10900,109,0,0,Outside Villages,3.2,3,Georgetown,Georgetown,2,1,146123.380447388,1632.75904552687
4890,530330109002077,2.78702206643987,2.78710159,0,10900.2077,Block 2077,10900,109,0,0,Outside Villages,3.2,3,Georgetown,Georgetown,2,1,121403.166809082,1432.19685894462
4891,530330109001002,0.300222875333296,0.30023304,0,10900.1002,Block 1002,10900,109,0,0,Outside Villages,3.2,3,Georgetown,Georgetown,2,1,13077.7607574463,561.055873747432
4892,530330110021015,92.1193643543448,92.12187446,0,11002.1015,Block 1015,11002,110.02,0,502,Greater Duwamish,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,1,4012735.56228638,17918.1102170551
4893,530330109001000,2.62034303762902,2.62030546,0,10900.1000,Block 1000,10900,109,0,0,Outside Villages,3.2,3,Georgetown,Georgetown,2,1,114142.599304199,1379.68816887473
4894,530330110021013,26.5819557170009,26.58236136,0,11002.1013,Block 1013,11002,110.02,0,0,Outside Villages,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,1,1157914.62268066,13030.4786883201
4895,530330109001001,2.72431452353598,2.72433683,0,10900.1001,Block 1001,10900,109,0,0,Outside Villages,3.2,3,Georgetown,Georgetown,2,1,118671.615310669,1465.94936446816
4896,530330104021016,0.361801035557954,0.36176228,0,10402.1016,Block 1016,10402,104.02,0,0,Outside Villages,3.5,3,Beacon Hill,Beacon Hill,2,2,15760.1161193848,1067.16255551461
4897,530330104023012,5.003086869888,5.00314265,0,10402.3012,Block 3012,10402,104.02,0,0,Outside Villages,3.5,3,Beacon Hill,Beacon Hill,2,2,217935.335800171,2162.10887431399
4898,530330104023015,7.85215876136642,7.85226769,0,10402.3015,Block 3015,10402,104.02,0,0,Outside Villages,3.5,3,Beacon Hill,Beacon Hill,2,2,342041.403778076,3115.48987415492
4899,530330047032012,3.98564310583141,3.9858098,0,4703.2012,Block 2012,4703,47.03,0,501,Ballard-Interbay-Northend,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,173615.308166504,1917.8991251091
4900,530330047032017,8.03478187063344,8.03537278,0,4703.2017,Block 2017,4703,47.03,0,501,Ballard-Interbay-Northend,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,349996.498260498,2440.85468060042
4901,530330047032019,0.250208533058327,0.25031775,0,4703.2019,Block 2019,4703,47.03,0,501,Ballard-Interbay-Northend,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,10899.1272583008,609.212251227477
4902,530330047032026,4.39364388277692,4.39378078,0,4703.2026,Block 2026,4703,47.03,0,501,Ballard-Interbay-Northend,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,191387.893066406,1968.30212841275
4903,530330047033030,1.71372985511945,1.71392292,0,4703.3030,Block 3030,4703,47.03,0,501,Ballard-Interbay-Northend,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,74650.3710327148,1549.76383058226
4904,530330059011009,4.06603303877633,4.06636615,0,5901.1009,Block 1009,5901,59.01,0,501,Ballard-Interbay-Northend,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,177117.107574463,2186.20581632456
4905,530330058014034,5.57270411061292,5.57296766,0,5801.4034,Block 4034,5801,58.01,0,0,Outside Villages,12.2,12,Interbay,Interbay,7,7,242747.96206665,2915.15921535832
4906,530330058014041,9.78783913287404,9.78833835,0,5801.4041,Block 4041,5801,58.01,0,0,Outside Villages,12.2,12,Interbay,Interbay,7,7,426359.978057861,3357.51207492727
4907,530330048003031,3.89405240330693,0,3.8943808,4800.3031,Block 3031,4800,48,1,501,Ballard-Interbay-Northend,11.1,11,Fremont,"Fremont, Wallingford, Northlake",6,6,169625.601226807,3538.00662164207
4908,530330047032018,4.09884668973828,4.09898406,0,4703.2018,Block 2018,4703,47.03,0,501,Ballard-Interbay-Northend,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,178546.476043701,1879.44534143308
4909,530330047033011,2.91249344542349,2.91263113,0,4703.3011,Block 3011,4703,47.03,0,501,Ballard-Interbay-Northend,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,126868.721954346,1539.85512021301
4910,530330047033019,3.27712696702894,3.27735867,0,4703.3019,Block 3019,4703,47.03,0,501,Ballard-Interbay-Northend,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,142752.221679688,1601.14243733624
4911,530330047033024,3.24626230495934,3.2464705,0,4703.3024,Block 3024,4703,47.03,0,501,Ballard-Interbay-Northend,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,141407.751617432,1594.39558008429
4912,530330047033005,3.64032406765757,3.64060358,0,4703.3005,Block 3005,4703,47.03,0,0,Outside Villages,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,158573.150695801,1725.41450915309
4913,530330047033015,3.24298069435888,3.24325813,0,4703.3015,Block 3015,4703,47.03,0,501,Ballard-Interbay-Northend,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,141264.804107666,1594.11345458156
4914,530330047033013,3.28035435097844,3.28057104,0,4703.3013,Block 3013,4703,47.03,0,0,Outside Villages,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,142892.807128906,1672.29767380309
4915,530330047033010,3.27151952741851,3.27167524,0,4703.3010,Block 3010,4703,47.03,0,0,Outside Villages,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,142507.960632324,1671.316167111
4916,530330047033018,2.53985510159547,2.53999621,0,4703.3018,Block 3018,4703,47.03,0,501,Ballard-Interbay-Northend,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,110636.530761719,1438.73974032843
4917,530330047033021,3.08884657104837,3.08906437,0,4703.3021,Block 3021,4703,47.03,0,501,Ballard-Interbay-Northend,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,134550.694854736,1595.57431870342
